읍면동별 세대원수별 세대수,,,,,,,,,,,,,,
2016년 12월,,,,,,,,,,,,,,
행정기관코드,시도,시군구,읍면동,전체세대,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대이상
4690033000,전라남도,진도군,의신면,2001,996,598,202,118,49,26,9,1,1,1
4690034000,전라남도,진도군,임회면,2028,1050,570,207,107,57,28,5,3,0,1
4690035000,전라남도,진도군,지산면,1904,948,566,190,104,71,19,2,3,1,0
4690036000,전라남도,진도군,조도면,1439,844,353,121,70,31,15,4,1,0,0
4690036500,전라남도,진도군,조도면가사출장소,163,85,50,17,5,4,0,2,0,0,0
4690036600,전라남도,진도군,조도면거차출장소,194,97,52,24,6,10,5,0,0,0,0
4691000000,전라남도,신안군,,22077,11205,5813,2451,1411,745,284,115,33,5,15
4691025000,전라남도,신안군,지도읍,2399,1198,654,281,140,79,30,13,3,1,0
4691025100,전라남도,신안군,지도읍선도출장소,162,101,31,19,7,2,1,1,0,0,0
4691025300,전라남도,신안군,압해읍,2776,1170,768,392,242,116,48,25,8,0,7
4691025400,전라남도,신안군,압해읍매화출장소,159,91,43,11,7,5,1,1,0,0,0
4691025500,전라남도,신안군,압해읍고이도출장소,140,82,39,13,3,0,2,1,0,0,0
4691031000,전라남도,신안군,증도면,888,451,256,85,58,23,8,6,1,0,0
4691031500,전라남도,신안군,증도면병풍출장소,182,96,53,12,11,6,2,2,0,0,0
4691032000,전라남도,신안군,임자면,1762,912,413,184,134,78,21,15,3,0,2
4691033000,전라남도,신안군,자은면,1315,643,435,133,65,30,7,1,0,1,0
4691034000,전라남도,신안군,비금면,1931,917,542,232,121,79,25,7,7,0,1
4691035000,전라남도,신안군,도초면,1435,716,382,161,84,57,27,5,2,1,0
4691035500,전라남도,신안군,도초면우이도출장,118,78,16,14,4,5,1,0,0,0,0
4691036000,전라남도,신안군,흑산면,1437,836,295,145,97,43,14,4,2,0,1
4691036500,전라남도,신안군,흑산면가거도출장,361,284,37,19,12,9,0,0,0,0,0
4691036600,전라남도,신안군,흑산면태도출장소,149,96,25,8,14,3,3,0,0,0,0
4691036700,전라남도,신안군,흑산면홍도출장소,265,130,48,37,23,17,4,6,0,0,0
4691036800,전라남도,신안군,흑산면대둔도출장,214,124,41,29,12,5,2,1,0,0,0
4691037000,전라남도,신안군,하의면,1054,567,285,96,53,31,11,8,2,0,1
4691038000,전라남도,신안군,신의면,865,437,194,106,65,39,21,3,0,0,0
4691039000,전라남도,신안군,장산면,963,511,276,100,46,18,9,2,1,0,0
4691040000,전라남도,신안군,안좌면,1625,862,437,150,98,42,24,8,1,2,1
4691040500,전라남도,신안군,안좌면자라출장소,149,72,39,17,10,5,3,0,3,0,0
4691041000,전라남도,신안군,팔금면,638,348,171,61,29,17,10,1,0,0,1
4691042000,전라남도,신안군,암태면,1090,483,333,146,76,36,10,5,0,0,1
4700000000,경상북도,,,1180643,451578,284604,197189,177739,51893,13012,3263,830,257,278
4711000000,경상북도,포항시,,212095,68609,50269,41656,39157,9656,2102,469,116,34,27
4711100000,경상북도,포항시 남구,,102685,35267,24181,19418,18086,4501,939,209,56,15,13
4711125000,경상북도,포항시 남구,구룡포읍,4774,2468,1311,583,277,97,30,7,0,1,0
4711125300,경상북도,포항시 남구,연일읍,12246,2728,2682,2761,3138,756,134,33,9,5,0
4711125600,경상북도,포항시 남구,오천읍,22942,7774,4851,4582,4306,1142,232,41,10,1,3
4711131000,경상북도,포항시 남구,대송면,2076,909,587,294,204,68,13,0,1,0,0
4711132000,경상북도,포항시 남구,동해면,4303,1516,1173,778,584,189,48,11,2,2,0
4711133000,경상북도,포항시 남구,장기면,2547,1284,785,282,132,40,19,3,2,0,0
4711135000,경상북도,포항시 남구,호미곶면,1167,590,346,126,70,19,11,4,0,0,1
4711152500,경상북도,포항시 남구,상대동,13193,5562,3254,2267,1587,406,92,20,2,1,2
4711154500,경상북도,포항시 남구,해도동,10030,4674,2546,1536,953,238,68,10,4,1,0
4711155000,경상북도,포항시 남구,송도동,7005,2762,1971,1240,753,220,44,12,2,1,0
4711156000,경상북도,포항시 남구,청림동,2757,1126,707,460,358,78,15,9,3,1,0
4711157000,경상북도,포항시 남구,제철동,1551,701,328,260,196,54,9,3,0,0,0
4711158000,경상북도,포항시 남구,효곡동,10551,1446,2199,2619,3355,748,128,39,13,1,3
4711159000,경상북도,포항시 남구,대이동,7543,1727,1441,1630,2173,446,96,17,8,1,4
4711300000,경상북도,포항시 북구,,109410,33342,26088,22238,21071,5155,1163,260,60,19,14
4711325000,경상북도,포항시 북구,흥해읍,14316,4683,3552,2773,2448,655,159,30,9,3,4
4711331000,경상북도,포항시 북구,신광면,1557,727,492,186,88,43,15,3,2,0,1
4711332000,경상북도,포항시 북구,청하면,2740,1307,768,377,174,86,23,3,2,0,0
4711333000,경상북도,포항시 북구,송라면,1530,809,407,185,85,21,14,8,1,0,0
4711334000,경상북도,포항시 북구,기계면,2619,1120,845,342,181,80,42,6,2,0,1
4711335000,경상북도,포항시 북구,죽장면,1278,672,390,134,51,19,9,2,1,0,0
4711335500,경상북도,포항시 북구,죽장면상옥출장소,339,144,115,45,21,11,3,0,0,0,0
4711336000,경상북도,포항시 북구,기북면,717,325,261,73,36,14,5,2,1,0,0
4711352000,경상북도,포항시 북구,중앙동,8714,4217,2124,1275,811,212,58,10,4,3,0
4711363000,경상북도,포항시 북구,양학동,7034,1483,1602,1650,1798,419,62,16,2,1,1
4711365500,경상북도,포항시 북구,죽도동,10667,4891,2696,1638,1069,275,70,19,6,2,1
4711366500,경상북도,포항시 북구,용흥동,9653,2289,2508,2256,2006,461,105,20,6,1,1
4711368000,경상북도,포항시 북구,우창동,10625,2728,2428,2431,2363,510,134,26,3,1,1
4711369000,경상북도,포항시 북구,두호동,8234,1542,1915,1973,2116,534,114,31,6,3,0
4711370000,경상북도,포항시 북구,장량동,25374,5548,5028,5960,6839,1605,303,72,12,5,2
4711371000,경상북도,포항시 북구,환여동,4013,857,957,940,985,210,47,12,3,0,2
4713000000,경상북도,경주시,,113798,43987,26965,18987,17122,5043,1260,321,71,22,20
4713025000,경상북도,경주시,감포읍,3116,1518,889,384,209,79,23,9,4,0,1
4713025300,경상북도,경주시,안강읍,12482,4713,3182,2049,1801,550,141,39,5,2,0
4713025600,경상북도,경주시,건천읍,5159,2260,1446,736,501,151,55,5,2,1,2
4713025900,경상북도,경주시,외동읍,8301,3883,2143,1101,804,265,74,25,3,1,2
4713031000,경상북도,경주시,양북면,2303,1009,622,325,228,87,20,8,3,0,1
4713032000,경상북도,경주시,양남면,3234,1501,784,484,314,112,24,9,3,2,1
4713033000,경상북도,경주시,내남면,2571,1176,715,332,213,88,34,8,4,1,0
4713034000,경상북도,경주시,산내면,1955,1043,612,167,89,28,7,7,1,1,0
4713035000,경상북도,경주시,서면,1893,910,531,249,135,47,15,4,1,1,0
4713036000,경상북도,경주시,현곡면,5803,1365,1272,1235,1424,380,97,20,7,0,3
4713037000,경상북도,경주시,강동면,3524,1638,953,457,325,101,43,4,2,0,1
4713038000,경상북도,경주시,천북면,2331,960,633,363,211,109,44,7,1,2,1
4713051500,경상북도,경주시,중부동,3188,1610,705,409,313,112,28,8,2,0,1
4713053000,경상북도,경주시,황오동,3911,1859,958,568,377,105,29,13,0,1,1
4713055000,경상북도,경주시,성건동,8310,3913,1896,1231,882,263,105,16,3,0,1
4713057000,경상북도,경주시,황남동,3252,1658,767,436,240,107,28,11,1,2,2
4713059000,경상북도,경주시,선도동,6209,1932,1201,1203,1383,380,89,15,4,2,0
4713060500,경상북도,경주시,월성동,3045,1260,807,463,346,116,32,18,1,2,0
4713061500,경상북도,경주시,용강동,6700,1605,1397,1456,1710,425,86,17,3,0,1
4713062100,경상북도,경주시,황성동,10529,2126,1936,2449,3091,762,129,26,8,2,0
4713063000,경상북도,경주시,동천동,10537,3519,2197,2101,1971,599,105,35,9,0,1
4713065000,경상북도,경주시,불국동,4414,2018,1066,658,462,151,42,11,3,2,1
4713066000,경상북도,경주시,보덕동,1031,511,253,131,93,26,10,6,1,0,0
4715000000,경상북도,김천시,,62202,24202,15015,9997,8962,2920,805,194,62,18,27
4715025000,경상북도,김천시,아포읍,3634,1458,968,539,447,159,38,16,7,0,2
4715031000,경상북도,김천시,농소면,1502,608,431,208,140,68,32,9,5,0,1
4715032000,경상북도,김천시,남면,1708,811,459,190,132,76,26,7,5,1,1
4715034000,경상북도,김천시,개령면,1229,453,362,210,115,64,19,3,2,1,0
4715035000,경상북도,김천시,감문면,1827,811,554,235,123,69,24,7,2,2,0
4715036000,경상북도,김천시,어모면,2188,1010,569,304,189,78,25,7,1,0,5
4715037000,경상북도,김천시,봉산면,1616,632,488,229,152,77,31,4,2,1,0
4715038000,경상북도,김천시,대항면,1742,687,499,265,177,68,27,12,2,0,5
4715039000,경상북도,김천시,감천면,982,385,283,141,105,45,18,3,2,0,0
4715040000,경상북도,김천시,조마면,1139,468,341,154,106,42,17,7,1,2,1
4715041000,경상북도,김천시,구성면,1646,802,487,201,88,42,22,1,1,2,0
4715042000,경상북도,김천시,지례면,946,474,263,111,59,22,10,6,0,1,0
4715043000,경상북도,김천시,부항면,714,327,240,79,35,26,5,2,0,0,0
4715044000,경상북도,김천시,대덕면,1188,531,349,158,98,33,15,1,3,0,0
4715045000,경상북도,김천시,증산면,615,287,216,60,31,15,4,0,0,0,2
4715051600,경상북도,김천시,자산동,3908,1745,1011,578,380,136,47,6,2,1,2
4715053600,경상북도,김천시,평화남산동,4607,2169,1124,658,454,142,44,11,4,1,0
4715056500,경상북도,김천시,양금동,2187,904,616,310,223,98,29,5,1,0,1
4715057500,경상북도,김천시,대신동,9681,3109,1911,1767,2085,620,136,42,7,2,2
4715059500,경상북도,김천시,대곡동,8710,3159,1920,1529,1492,455,126,23,3,2,1
4715061000,경상북도,김천시,지좌동,4331,1575,969,733,755,231,51,9,5,1,2
4715064000,경상북도,김천시,율곡동,6102,1797,955,1338,1576,354,59,13,7,1,2
4717000000,경상북도,안동시,,73714,28128,18653,11973,10156,3503,919,272,64,20,26
4717025000,경상북도,안동시,풍산읍,3551,1611,1044,453,254,126,42,15,3,0,3
4717031000,경상북도,안동시,와룡면,2118,843,685,303,159,78,32,13,2,0,3
4717032000,경상북도,안동시,북후면,1560,640,529,207,107,48,19,5,1,0,4
4717033000,경상북도,안동시,서후면,1999,1024,526,251,112,55,20,8,2,0,1
4717034000,경상북도,안동시,풍천면,2411,1171,692,281,156,61,30,13,5,1,1
4717035000,경상북도,안동시,일직면,1601,739,486,200,97,57,14,7,1,0,0
4717036000,경상북도,안동시,남후면,1046,481,342,114,69,27,8,2,1,1,1
4717037000,경상북도,안동시,남선면,1147,507,321,155,106,43,7,7,0,1,0
4717038000,경상북도,안동시,임하면,1451,704,393,156,112,52,19,6,1,3,5
4717039000,경상북도,안동시,길안면,1647,816,491,199,93,30,15,2,1,0,0
4717040000,경상북도,안동시,임동면,1090,538,320,132,67,25,7,1,0,0,0
4717041000,경상북도,안동시,예안면,1069,477,357,122,69,31,8,5,0,0,0
4717042000,경상북도,안동시,도산면,1018,506,297,118,58,29,7,3,0,0,0
4717043000,경상북도,안동시,녹전면,984,412,347,132,58,20,10,4,1,0,0
4717051000,경상북도,안동시,중구동,2690,1481,608,293,196,71,30,8,2,1,0
4717052000,경상북도,안동시,명륜동,2473,871,638,443,369,109,29,9,2,2,1
4717055500,경상북도,안동시,용상동,9797,3670,2059,1689,1642,541,143,40,10,1,2
4717058500,경상북도,안동시,서구동,4548,1788,1077,733,627,236,58,22,4,2,1
4717060000,경상북도,안동시,태화동,6324,2521,1589,1027,832,271,61,17,3,3,0
4717062000,경상북도,안동시,평화동,2978,922,816,572,454,160,43,9,0,2,0
4717063000,경상북도,안동시,안기동,2872,818,797,548,502,156,38,7,4,2,0
4717065000,경상북도,안동시,옥동,9523,2750,2154,1899,1952,597,136,28,5,1,1
4717066000,경상북도,안동시,송하동,6075,1886,1361,1201,1163,349,79,24,11,0,1
4717069000,경상북도,안동시,강남동,3742,952,724,745,902,331,64,17,5,0,2
4719000000,경상북도,구미시,,168487,58605,30145,31923,36867,8785,1669,347,101,30,15
4719025000,경상북도,구미시,선산읍,6387,2127,1608,1195,965,333,118,24,11,0,6
4719025300,경상북도,구미시,고아읍,11822,2330,2460,2668,3272,861,171,47,9,1,3
4719031000,경상북도,구미시,무을면,1019,433,335,125,74,28,14,7,1,2,0
4719032000,경상북도,구미시,옥성면,955,436,270,138,58,31,16,4,1,0,1
4719033000,경상북도,구미시,도개면,1181,489,388,161,78,34,24,4,2,1,0
4719034000,경상북도,구미시,해평면,2321,941,670,371,205,98,28,7,1,0,0
4719035000,경상북도,구미시,산동면,2254,1197,438,270,241,75,21,9,1,1,1
4719036000,경상북도,구미시,장천면,1615,661,424,257,177,59,27,7,2,1,0
4719051000,경상북도,구미시,송정동,7428,2520,1631,1480,1390,316,71,13,7,0,0
4719052000,경상북도,구미시,원평1동,3210,2216,491,272,160,49,19,2,0,1,0
4719053000,경상북도,구미시,원평2동,2269,1239,490,286,162,60,25,5,1,1,0
4719055100,경상북도,구미시,도량동,10844,2285,2275,2553,2947,637,122,21,4,0,0
4719055500,경상북도,구미시,지산동,1215,445,304,206,185,52,13,7,2,1,0
4719056500,경상북도,구미시,선주원남동,18218,4588,3115,4071,5053,1167,173,36,11,4,0
4719058200,경상북도,구미시,형곡1동,5406,1337,1079,1177,1382,354,54,9,9,3,2
4719058300,경상북도,구미시,형곡2동,7430,1659,1516,1710,1977,476,73,16,3,0,0
4719059000,경상북도,구미시,신평1동,2072,1189,363,243,194,66,14,0,2,1,0
4719060000,경상북도,구미시,신평2동,1175,568,241,168,137,47,13,1,0,0,0
4719061000,경상북도,구미시,비산동,2032,760,342,366,429,109,22,3,1,0,0
4719062100,경상북도,구미시,공단1동,1764,485,292,401,467,103,14,1,0,1,0
4719062200,경상북도,구미시,공단2동,2417,1030,383,494,424,71,11,1,3,0,0
4719063000,경상북도,구미시,광평동,2158,860,417,388,367,97,25,3,0,1,0
4719064500,경상북도,구미시,상모사곡동,12268,3905,1905,2455,3141,702,121,30,3,6,0
4719066000,경상북도,구미시,임오동,7484,1810,1206,1682,2172,514,81,12,6,1,0
4719067000,경상북도,구미시,인동동,23677,9601,3689,4037,4997,1105,197,36,12,2,1
4719068000,경상북도,구미시,진미동,12111,8540,1371,1055,888,212,35,8,1,1,0
4719069000,경상북도,구미시,양포동,17755,4954,2442,3694,5325,1129,167,34,8,1,1
4721000000,경상북도,영주시,,48678,18713,12989,7625,6302,2219,639,141,33,11,6
4721025000,경상북도,영주시,풍기읍,5487,2390,1470,741,567,213,82,15,9,0,0
4721031000,경상북도,영주시,이산면,1229,475,373,174,121,51,20,12,2,1,0
4721032000,경상북도,영주시,평은면,783,329,271,99,53,23,6,1,1,0,0
4721033000,경상북도,영주시,문수면,1058,487,318,124,69,30,22,6,0,1,1
4721034000,경상북도,영주시,장수면,1194,506,377,160,88,34,21,7,1,0,0
4721035000,경상북도,영주시,안정면,1595,659,522,209,132,43,21,8,1,0,0
4721036000,경상북도,영주시,봉현면,1442,578,444,217,131,52,15,4,1,0,0
4721037000,경상북도,영주시,순흥면,1119,467,369,136,90,37,15,4,1,0,0
4721038000,경상북도,영주시,단산면,1104,508,352,139,50,38,14,2,0,1,0
4721039000,경상북도,영주시,부석면,1712,746,586,208,104,48,13,5,0,1,1
4721051000,경상북도,영주시,상망동,3575,1243,861,604,606,202,44,8,4,3,0
4721052500,경상북도,영주시,하망동,2932,1078,743,478,411,176,36,9,0,1,0
4721055000,경상북도,영주시,영주1동,2372,1204,571,283,198,76,26,8,5,0,1
4721056000,경상북도,영주시,영주2동,1883,760,538,285,203,69,21,4,1,1,1
4721059000,경상북도,영주시,휴천1동,2664,744,642,498,537,194,39,8,2,0,0
4721060000,경상북도,영주시,휴천2동,4081,1550,1089,654,537,195,45,8,2,1,0
4721061000,경상북도,영주시,휴천3동,3587,1112,921,691,635,158,58,12,0,0,0
4721062000,경상북도,영주시,가흥1동,7518,2734,1690,1369,1228,391,91,15,0,0,0
4721063000,경상북도,영주시,가흥2동,3343,1143,852,556,542,189,50,5,3,1,2
4723000000,경상북도,영천시,,47509,20437,12489,7070,5105,1695,508,136,39,17,13
4723025000,경상북도,영천시,금호읍,5981,2992,1467,776,501,152,65,22,4,2,0
4723031000,경상북도,영천시,청통면,2139,977,640,265,154,60,24,12,5,1,1
4723032000,경상북도,영천시,신녕면,2119,1036,596,255,131,62,30,5,2,2,0
4723033000,경상북도,영천시,화산면,1628,784,477,215,93,38,16,2,0,0,3
4723034000,경상북도,영천시,화북면,1165,581,352,133,54,28,12,2,2,1,0
4723035000,경상북도,영천시,화남면,1762,840,573,193,106,38,7,4,1,0,0
4723036000,경상북도,영천시,자양면,663,347,201,65,30,10,7,2,1,0,0
4723037000,경상북도,영천시,임고면,2146,937,675,284,149,70,22,8,1,0,0
4723038000,경상북도,영천시,고경면,2900,1317,854,377,227,85,27,9,2,1,1
4723039000,경상북도,영천시,북안면,2364,1184,740,231,129,47,18,6,3,2,4
4723040000,경상북도,영천시,대창면,1645,791,483,232,80,37,15,4,2,0,1
4723051000,경상북도,영천시,동부동,11823,3774,2688,2404,2150,619,142,33,5,6,2
4723052000,경상북도,영천시,중앙동,4025,1457,979,677,620,219,51,16,5,1,0
4723053500,경상북도,영천시,서부동,2555,1166,666,335,255,95,33,4,1,0,0
4723054000,경상북도,영천시,완산동,2258,1045,556,337,218,72,25,2,2,1,0
4723055500,경상북도,영천시,남부동,2336,1209,542,291,208,63,14,5,3,0,1
4725000000,경상북도,상주시,,46750,18897,13013,6886,5059,2006,625,195,37,9,23
4725025000,경상북도,상주시,함창읍,3416,1505,1010,447,283,109,39,17,2,3,1
4725031000,경상북도,상주시,중동면,771,340,250,88,54,20,12,5,2,0,0
4725032000,경상북도,상주시,사벌면,1931,827,604,242,127,70,37,12,8,1,3
4725033000,경상북도,상주시,낙동면,1651,782,469,208,102,64,13,8,2,0,3
4725033500,경상북도,상주시,낙동면동부출장소,573,280,147,83,34,18,8,2,0,1,0
4725034000,경상북도,상주시,청리면,1419,616,437,180,108,48,19,8,3,0,0
4725035000,경상북도,상주시,공성면,2179,954,691,301,144,60,23,4,1,0,1
4725036000,경상북도,상주시,외남면,866,350,281,119,53,41,16,4,0,1,1
4725037000,경상북도,상주시,내서면,976,431,292,121,80,40,9,1,0,0,2
4725038000,경상북도,상주시,모동면,1311,526,412,178,120,47,21,7,0,0,0
4725039000,경상북도,상주시,모서면,917,383,304,122,71,30,6,1,0,0,0
4725039500,경상북도,상주시,모서면서부출장소,411,196,116,54,23,11,7,4,0,0,0
4725040000,경상북도,상주시,화동면,1049,433,355,126,78,34,15,7,1,0,0
4725041000,경상북도,상주시,화서면,1399,609,422,183,108,52,13,10,1,0,1
4725042000,경상북도,상주시,화북면,646,282,202,76,53,20,13,0,0,0,0
4725042600,경상북도,상주시,화북면서부출장소,197,100,65,16,7,6,2,1,0,0,0
4725043000,경상북도,상주시,외서면,1418,645,446,166,90,38,19,9,4,0,1
4725044000,경상북도,상주시,은척면,658,308,225,69,32,13,11,0,0,0,0
4725044500,경상북도,상주시,은척면북부출장소,205,91,83,19,8,3,1,0,0,0,0
4725045000,경상북도,상주시,공검면,1202,554,398,125,69,37,13,4,0,1,1
4725046000,경상북도,상주시,이안면,1136,531,394,111,42,34,15,7,0,0,2
4725047000,경상북도,상주시,화남면,487,274,129,43,20,13,5,3,0,0,0
4725052000,경상북도,상주시,남원동,5019,1710,1218,911,799,292,78,9,1,0,1
4725053000,경상북도,상주시,북문동,4133,1559,992,698,615,204,49,14,0,0,2
4725054000,경상북도,상주시,계림동,3558,1382,899,560,488,170,47,10,1,1,0
4725055000,경상북도,상주시,동문동,3769,1417,919,627,544,196,43,18,4,0,1
4725056000,경상북도,상주시,동성동,1776,680,449,271,232,98,32,10,2,1,1
4725057000,경상북도,상주시,신흥동,3677,1132,804,742,675,238,59,20,5,0,2
4728000000,경상북도,문경시,,34643,14402,9311,5108,3745,1460,426,139,34,9,9
4728025000,경상북도,문경시,문경읍,3034,1369,873,411,234,99,28,18,2,0,0
4728025100,경상북도,문경시,문경읍갈평출장소,540,235,149,68,35,30,16,4,1,2,0
4728025300,경상북도,문경시,가은읍,1732,824,535,204,95,42,22,7,3,0,0
4728025400,경상북도,문경시,가은읍북부출장소,479,277,130,41,14,9,2,4,0,0,2
4728031000,경상북도,문경시,영순면,1434,766,399,134,90,29,8,3,3,1,1
4728032000,경상북도,문경시,산양면,1650,714,565,190,97,50,21,7,4,0,2
4728033000,경상북도,문경시,호계면,1430,779,363,140,90,38,12,6,2,0,0
4728034000,경상북도,문경시,산북면,1526,717,472,168,91,62,10,5,0,1,0
4728035000,경상북도,문경시,동로면,1034,490,337,108,50,31,13,3,2,0,0
4728036000,경상북도,문경시,마성면,2061,1077,569,212,109,66,21,5,2,0,0
4728037000,경상북도,문경시,농암면,1481,746,445,166,78,24,14,5,2,0,1
4728057000,경상북도,문경시,점촌1동,2668,1025,750,445,303,98,35,10,1,0,1
4728058000,경상북도,문경시,점촌2동,3667,1578,929,536,406,138,57,16,4,1,2
4728059000,경상북도,문경시,점촌3동,4002,1264,1027,803,599,234,50,21,3,1,0
4728060000,경상북도,문경시,점촌4동,1694,777,494,221,113,58,22,7,1,1,0
4728061000,경상북도,문경시,점촌5동,6211,1764,1274,1261,1341,452,95,18,4,2,0
4729000000,경상북도,경산시,,107821,38101,24294,19997,18577,5262,1219,261,66,21,23
4729025000,경상북도,경산시,하양읍,10746,3744,2335,1989,1881,598,153,31,11,2,2
4729025300,경상북도,경산시,진량읍,15578,5582,3285,2783,2977,762,148,27,6,3,5
4729031000,경상북도,경산시,와촌면,2970,1295,825,416,268,114,38,6,4,1,3
4729033000,경상북도,경산시,자인면,2951,1309,771,449,273,109,28,10,2,0,0
4729034000,경상북도,경산시,용성면,1809,825,540,248,123,45,23,3,1,0,1
4729035000,경상북도,경산시,남산면,1836,765,517,278,170,70,25,7,2,1,1
4729036000,경상북도,경산시,압량면,9715,4084,2132,1692,1339,347,81,30,5,3,2
4729037000,경상북도,경산시,남천면,1572,627,451,245,150,59,28,8,3,0,1
4729051000,경상북도,경산시,중방동,4773,1678,1103,932,789,205,53,11,1,0,1
4729052000,경상북도,경산시,중앙동,3496,1578,777,546,460,108,20,6,0,0,1
4729053000,경상북도,경산시,남부동,6869,1951,1721,1421,1265,400,94,14,2,1,0
4729054100,경상북도,경산시,서부1동,15272,4141,3342,3255,3367,926,190,42,7,1,1
4729054200,경상북도,경산시,서부2동,8224,1740,2048,1968,1840,484,116,19,6,3,0
4729055000,경상북도,경산시,북부동,7346,4394,1283,844,619,151,44,5,4,2,0
4729056000,경상북도,경산시,동부동,14664,4388,3164,2931,3056,884,178,42,12,4,5
4772000000,경상북도,군위군,,12428,5728,3840,1498,858,352,100,33,9,3,7
4772025000,경상북도,군위군,군위읍,3931,1648,1102,548,401,167,41,17,3,1,3
4772031000,경상북도,군위군,소보면,1343,656,443,133,75,27,5,2,0,2,0
4772032000,경상북도,군위군,효령면,2017,916,614,254,129,73,22,6,2,0,1
4772033000,경상북도,군위군,부계면,1068,523,340,113,52,25,9,2,1,0,3
4772034000,경상북도,군위군,우보면,1163,566,384,123,63,15,9,2,1,0,0
4772035000,경상북도,군위군,의흥면,1404,662,439,180,85,27,9,2,0,0,0
4772036000,경상북도,군위군,산성면,727,355,265,74,20,8,4,1,0,0,0
4772037000,경상북도,군위군,고로면,775,402,253,73,33,10,1,1,2,0,0
4773000000,경상북도,의성군,,27440,12284,8710,3384,1857,780,308,81,23,6,7
4773025000,경상북도,의성군,의성읍,6572,2808,1749,973,675,251,84,22,5,1,4
4773031000,경상북도,의성군,단촌면,1106,496,392,126,49,31,9,3,0,0,0
4773032000,경상북도,의성군,점곡면,940,432,324,114,35,18,13,2,2,0,0
4773033000,경상북도,의성군,옥산면,989,425,348,116,58,23,16,2,1,0,0
4773034000,경상북도,의성군,사곡면,871,418,293,99,37,14,4,5,1,0,0
4773035000,경상북도,의성군,춘산면,782,316,291,86,51,27,11,0,0,0,0
4773036000,경상북도,의성군,가음면,781,342,276,94,42,16,9,0,1,1,0
4773037000,경상북도,의성군,금성면,2429,1147,788,259,131,62,30,7,3,1,1
4773038000,경상북도,의성군,봉양면,2009,919,609,249,128,73,21,6,2,1,1
4773039000,경상북도,의성군,비안면,1375,669,454,146,65,31,7,2,1,0,0
4773040000,경상북도,의성군,구천면,1004,453,333,122,54,28,9,2,3,0,0
4773041000,경상북도,의성군,단밀면,983,432,319,127,63,27,9,4,2,0,0
4773042000,경상북도,의성군,단북면,996,432,332,133,51,33,11,3,1,0,0
4773043000,경상북도,의성군,안계면,2246,964,676,291,192,74,36,9,1,2,1
4773044000,경상북도,의성군,다인면,2130,928,746,245,129,46,26,10,0,0,0
4773045000,경상북도,의성군,신평면,466,222,172,48,17,6,1,0,0,0,0
4773046000,경상북도,의성군,안평면,1229,579,439,118,65,16,10,2,0,0,0
4773047000,경상북도,의성군,안사면,532,302,169,38,15,4,2,2,0,0,0
4775000000,경상북도,청송군,,13460,6138,4168,1602,1021,359,123,35,10,2,2
4775025000,경상북도,청송군,청송읍,2628,1169,654,377,282,102,34,8,2,0,0
4775031000,경상북도,청송군,부동면,1057,491,347,122,67,19,10,1,0,0,0
4775032000,경상북도,청송군,부남면,1396,657,476,144,73,36,3,4,3,0,0
4775033000,경상북도,청송군,현동면,1082,469,351,123,85,37,11,4,0,1,1
4775034000,경상북도,청송군,현서면,1428,667,505,138,70,32,10,4,2,0,0
4775035000,경상북도,청송군,안덕면,1473,669,511,160,93,21,16,2,0,1,0
4775036000,경상북도,청송군,파천면,1008,484,322,116,55,20,8,3,0,0,0
4775037000,경상북도,청송군,진보면,3388,1532,1002,422,296,92,31,9,3,0,1
4776000000,경상북도,영양군,,8800,3918,2699,1034,712,302,94,26,10,1,4
4776025000,경상북도,영양군,영양읍,3525,1482,957,456,387,168,52,15,5,1,2
4776031000,경상북도,영양군,입암면,1187,521,403,139,83,28,10,1,1,0,1
4776032000,경상북도,영양군,청기면,989,450,359,101,43,24,7,5,0,0,0
4776033000,경상북도,영양군,일월면,967,444,310,107,65,29,10,1,1,0,0
4776034000,경상북도,영양군,수비면,958,459,299,99,59,28,9,3,2,0,0
4776035000,경상북도,영양군,석보면,1174,562,371,132,75,25,6,1,1,0,1
4777000000,경상북도,영덕군,,20185,9739,5655,2437,1512,595,174,51,12,4,6
4777025000,경상북도,영덕군,영덕읍,5419,2392,1319,805,583,227,60,23,3,2,5
4777031000,경상북도,영덕군,강구면,3484,1681,979,440,246,96,28,10,4,0,0
4777032000,경상북도,영덕군,남정면,1436,741,431,154,69,30,10,0,0,1,0
4777033000,경상북도,영덕군,달산면,725,391,213,66,34,16,2,3,0,0,0
4777034000,경상북도,영덕군,지품면,884,432,282,101,43,16,7,2,1,0,0
4777034500,경상북도,영덕군,지품면원전출장소,356,176,119,40,13,4,4,0,0,0,0
4777035000,경상북도,영덕군,축산면,579,296,179,61,29,9,4,1,0,0,0
4777035500,경상북도,영덕군,축산면축산출장소,1061,514,317,116,84,22,5,2,1,0,0
4777036000,경상북도,영덕군,영해면,3472,1688,944,380,288,129,33,6,3,0,1
4777037000,경상북도,영덕군,병곡면,1693,858,531,181,71,34,15,2,0,1,0
4777038000,경상북도,영덕군,창수면,1076,570,341,93,52,12,6,2,0,0,0
4782000000,경상북도,청도군,,21722,9971,6148,2863,1744,678,236,59,11,3,9
4782025000,경상북도,청도군,화양읍,2925,1120,744,478,373,155,44,10,0,0,1
4782025100,경상북도,청도군,화양읍남성현출장,635,295,187,77,54,17,5,0,0,0,0
